time_step_H,time_step_A,theta_H,theta_A,H_spring,A_spring,H_damp,A_damp,H_mass,A_mass,disp_sw,disp_s,vel_sw,vel_s,acc_sw,acc_s,error_1,error_2
0.41000000000000003,0.41000000000000003,9.991596177334445,0.04098851413209638,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.0920514342103425,0.010669312658605323,4.939361269310155,0.07450042285019425,9.097120281289222,0.37599781024450885,0.6586228988696377,-0.0023851384138374467
0.42,0.42,9.991181296463767,0.04198765308904786,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.1418973864940087,0.011433274887583385,5.0295769376755075,0.07830787998675681,8.944582252800586,0.3875037865154467,0.6529142493180705,-0.0037060944392393507
0.43,0.43,9.990756424412622,0.04298675005834977,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.1926378810788345,0.01223588861384861,5.118265757261801,0.0822306289794239,8.791745178914898,0.39905680211661665,0.647155670155813,-0.005067785583866543
0.44,0.44,9.990321561605889,0.04398580404090519,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.2442576072989846,0.013078307673519328,5.205424902724701,0.08626912780935364,8.638636545416201,0.4106479214756103,0.6413484844128152,-0.006470394356800155
0.45,0.45,9.989876708478425,0.04498481403766024,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.296741256988468,0.013961691455417872,5.291051814739116,0.09042367693507809,8.48528362993703,0.4222683278812288,0.6354940104778835,-0.007914048855360206
0.46,0.46,9.989421865475084,0.045983779049605,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.3500735058672146,0.014887201942214502,5.375144178323536,0.09469451915122114,8.331713548701696,0.4339092410331429,0.6295935640111033,-0.009398857270131664
0.47000000000000003,0.47000000000000003,9.988957033050712,0.04698269807777455,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.4042389961284432,0.015856002197336728,5.457700011739331,0.0990817392416625,8.177953216332327,0.4455620036575848,0.6236484579132373,-0.010924873118095486
0.48,0.48,9.988482211670139,0.047981570123249925,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.4592223649201588,0.01686925860034323,5.5387173221413795,0.10358569579116388,8.024029564852867,0.45721770866857564,0.6176600056914211,-0.012492244762310844
0.49,0.49,9.987997401808185,0.04898039418715918,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.5150081968876687,0.017928137413990203,5.618194795180194,0.108206172406172,7.8699690895654655,0.46886793146594974,0.6116295139205871,-0.014100921532432085
0.5,0.5,9.987502603949663,0.04997916927067833,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.5715810989617003,0.019033803147328693,5.696131198212408,0.11294304143127983,7.715798185977029,0.4805041832245338,0.6055582859576122,-0.015750883438717382
0.51,0.51,9.986997818589368,0.050977894375032376,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.6289256545226902,0.02018741906576806,5.772525510157109,0.11779618537710632,7.5615431250053575,0.49211796318709267,0.5994476235966874,-0.017442113984580683
0.52,0.52,9.986483046232088,0.0519765685014963,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.6870264399955324,0.021390146646390187,5.847377011608942,0.12276534820529157,7.407229956227149,0.5037008944468365,0.5932988241845389,-0.01917454867700811
0.53,0.53,9.985958287392593,0.05297519065139605,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.7458680246903249,0.022643144364038203,5.920685287547912,0.12785013192164488,7.25288450584873,0.5152447308755812,0.5871131805885339,-0.020948073822051015
0.54,0.54,9.985423542595644,0.05397375982610956,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.805434975184185,0.023947566264062112,5.9924501271573485,0.13305012590947973,7.098532446479454,0.5267412511292308,0.5808919825012306,-0.022762571264414347
0.55,0.55,9.984878812375985,0.05497227502706774,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.8657118715906023,0.0253045632547324,6.062671583398957,0.13836478814057007,6.944199224751857,0.5381823623063322,0.5746365140916816,-0.024617877295014717
0.56,0.56,9.984324097278344,0.05597073525575548,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.9266832525434912,0.026715276823211058,6.131350008697803,0.14379355326722887,6.789910123021518,0.5495600101875588,0.5683480579953452,-0.02651381993695466
0.5700000000000001,0.5700000000000001,9.983759397857439,0.05696913951371262,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,1.9883337139259805,0.028180845946968465,6.198485970009921,0.14933568526256083,6.635690164016645,0.5608663143939114,0.5620278885022276,-0.028450168079924138
0.58,0.58,9.983184714677966,0.05796748680253499,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,2.0506478268616792,0.02970239943736751,6.2640803340743645,0.15499039129126538,6.635690164016645,0.5608663143939114,0.5620278885022276,-0.028450168079924138
0.59,0.59,9.982600048314612,0.0589657761238754,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,2.1136101681773973,0.03128106067881672,6.328133977294365,0.16075710218010336,6.32755697910696,0.5832334974667935,0.5492974941211306,-0.032443154234000744
0.6,0.6,9.982005399352042,0.059964006479444595,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,2.1772053413346857,0.03291794528963046,6.3906483252952615,0.16663472971900106,6.173692910932144,0.5942789017959675,0.5428897993052012,-0.03449926506283413
0.61,0.61,9.981400768384903,0.06096217687101231,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,2.2414180165905533,0.03461415966846896,6.451624827917913,0.17262231276500642,6.01999618888467,0.605222128453771,0.5364554459030471,-0.03659469351266817
0.62,0.62,9.980786156017828,0.061960286300408236,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,2.3062327479899887,0.036370792216066414,6.511065453771973,0.1787187728568871,5.866490815869737,0.6160557486239141,0.5299956883344469,-0.03872908888767088
0.63,0.63,9.98016156286543,0.06295833376952302,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,2.3716341991716297,0.03818892837260254,6.568972129658806,0.1849230558854556,5.713200646758364,0.6267723559251027,0.5235117725840112,-0.040902108860051994
0.64,0.64,9.9795269895523,0.06395631828030929,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,2.437607056628629,0.040069641290020115,6.625347160845731,0.19123387957262158,5.560149205257696,0.6373647894739947,0.5170049364248719,-0.043113331865236755
0.65,0.65,9.978882436713011,0.0649542388347826,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,2.5041360166488453,0.04201398980754018,6.6801930285705735,0.19764999325743912,5.407359861036701,0.6478259114591732,0.5104764138819246,-0.04536234698575851
0.66,0.66,9.978227904992117,0.06595209443502249,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,2.5712058411314174,0.0440230250079946,6.733512405286811,0.2041700037298259,5.254855727512242,0.6581487535023929,0.503927430326361,-0.04764869379910058
0.67,0.67,9.97756339504415,0.06694988408317346,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,2.6388011998979537,0.04609776840114972,6.785308522139042,0.21079242732582196,5.1026596337065335,0.6683264953319916,0.4973592094918128,-0.04997187995755488
0.68,0.68,9.97688890753362,0.0679476067814459,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,2.706906914983849,0.04823924334280499,6.835584312192386,0.2175159606487503,4.950794388975861,0.6783522011783196,0.4907729673962504,-0.05233147555194345
0.6900000000000001,0.6900000000000001,9.976204443135014,0.06894526153211723,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,2.7755077989322317,0.05044845240318152,6.884343280297906,0.22433895392645706,4.799282374186694,0.6882193014241917,0.4841699113197314,-0.05472693034216032
0.7000000000000001,0.7000000000000001,9.975510002532795,0.06994284733753277,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,2.84458870773079,0.052726381226463295,6.931589097064085,0.2312597569751487,4.648145768404161,0.6979212962978839,0.4775512421601401,-0.0571576935940442
0.71,0.71,9.974805586421406,0.07094036320010678,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,2.9141345289194516,0.05507400284487282,6.9773255137657175,0.2382767789268497,4.497406634688792,0.707451686152535,0.47091815684239907,-0.05962323484386753
0.72,0.72,9.974091195505261,0.07193780812232353,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,2.984130177558961,0.0574922665064451,7.021556718762304,0.2453882250075136,4.347086650196008,0.7168042353665166,0.4642718427141146,-0.062122952551028864
0.73,0.73,9.973366830498753,0.07293518110673816,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,3.0545605726294287,0.059982111787816456,7.064287012829935,0.2525922624903416,4.197207397428054,0.7259727744797652,0.45761348492349907,-0.06465623183654402
0.74,0.74,9.972632492126245,0.07393248115597774,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,3.1254109176171445,0.0625444630496743,7.105520603347355,0.25988705190350797,4.047790061645835,0.7349512778686748,0.45094424646736947,-0.06722245517056422
0.75,0.75,9.971888181122075,0.07492970727274235,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,3.1966661338864673,0.06518020827396222,7.1452624820724555,0.2672706600216603,3.8988556804090746,0.7437338349657043,0.4442653007805474,-0.06982097181451426
0.76,0.76,9.971133898230555,0.07592685845980592,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,3.2683113288458925,0.06789022567648255,7.183517594087293,0.2747410860839097,3.7504250204540392,0.7523146833526574,0.4375778065729368,-0.07245110744927401
0.77,0.77,9.970369644205967,0.07692393372001735,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,3.340331593913627,0.07067535900349696,7.2202913567944815,0.28229626687330367,3.602518505052303,0.7606882241026723,0.43088291601578665,-0.07511216542038682
0.78,0.78,9.969595419812569,0.07792093205630148,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,3.4127122106245236,0.07353645858172517,7.255588902144038,0.2899340521878398,3.4551564666943655,0.7688489703457023,0.4241817701956648,-0.07780341909983335
0.79,0.79,9.96881122582458,0.07891785247166004,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,3.4854384649868444,0.07647434578713291,7.289415620789763,0.29765234793535195,3.308359026368442,0.7767914839567026,0.4174755055154542,-0.08052416068092105
0.8,0.8,9.968017063026194,0.07991469396917271,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,3.558495610061728,0.07948980581701917,7.321777376801536,0.3054490272773684,3.1621459882842133,0.7845104650060833,0.41076525323419366,-0.08327367027027045
0.81,0.81,9.967212932211577,0.08091145555199807,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,3.631869099416336,0.08258361503960746,7.352680026501867,0.31332179234667057,3.0165368322636956,0.7920008527394781,0.40405212803203894,-0.08605116858884651
0.8200000000000001,0.8200000000000001,9.966398834184858,0.0819081362233746,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,3.705544350079695,0.08575652405662668,7.382129751866245,0.321268275957915,2.871550842840588,0.7992577206614888,0.3973372422072699,-0.08885585182770411
0.8300000000000001,0.8300000000000001,9.965574769760137,0.08290473498662175,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,3.7795068861205747,0.08900926397530955,7.410132745565246,0.3292861598940702,2.7272071174895913,0.8062761974154121,0.39062169896076565,-0.09168693272355795
0.84,0.84,9.964740739761474,0.08390125084514082,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,3.8537422098067977,0.09234251992146406,7.436695839655875,0.33737301146284926,2.5835242890947723,0.8130516565952396,0.38390659265453936,-0.09454358343204981
0.85,0.85,9.963896745022904,0.08489768280241602,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,3.9282359919152796,0.09575697877967758,7.461825554419055,0.34552639077330394,2.4405209546840707,0.8195795240506932,0.3771930088052775,-0.09742497365348142
0.86,0.86,9.963042786388419,0.08589402986201553,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,4.002973930856268,0.09925330349771128,7.485528636186858,0.3537438049763296,2.298215487790021,0.8258553593920869,0.37048202686019793,-0.10033025425931152
0.87,0.87,9.962178864711978,0.08689029102759231,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,4.077941804869669,0.1028321037855806,7.507812429274059,0.36202267743381117,2.1566256613401715,0.8318749959194258,0.36377470964849823,-0.10325854601137932
0.88,0.88,9.961304980857502,0.08788646530288531,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,4.153125444415222,0.10649398735144533,7.5286841154908295,0.37036041452861845,2.015769287507994,0.8376343043513921,0.3570721183569614,-0.10620896375257148
0.89,0.89,9.960421135698875,0.08888255169172032,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,4.228510698025803,0.11023953441846045,7.548151020693371,0.37875448345156437,1.87566403325439,0.8431291994051026,0.3503753102663377,-0.1091806428038114
0.9,0.9,9.959527330119943,0.08987854919801105,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,4.304083700933044,0.11406929017238614,7.566220794402292,0.3872021189245463,1.73632684001631,0.8483560016332308,0.3436853133722365,-0.11217263728828941
0.91,0.91,9.95862356501451,0.09087445682576009,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,4.379830420894123,0.1179837805372765,7.582901176961013,0.3957006724778824,1.5977748507654757,0.8533109427018943,0.33700316811358594,-0.11518404136280487
0.92,0.92,9.957709841286341,0.09187027357905986,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,4.4557370460391885,0.12198350883635845,7.598199933924752,0.4042474324743114,1.4600248238039069,0.8579904517596753,0.33032989614553254,-0.11821392684903054
0.93,0.93,9.956786159849162,0.09286599846209372,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,4.5317897964144915,0.12606892421890348,7.612125465791357,0.4128396107128658,1.3230929667869196,0.8623912137452222,0.32366650588199836,-0.12126133794064219
0.9400000000000001,0.9400000000000001,9.955852521626653,0.09386163047913684,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,4.607974955353989,0.1302404765469823,7.624685922943279,0.42147438858972636,1.186995576424708,0.866509957053053,0.3170140046323484,-0.12432530832203152
0.9500000000000001,0.9500000000000001,9.954908927552452,0.09485716863455732,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,4.684278931010754,0.1344985790217814,7.635889691214217,0.4301489408073955,1.0517485571487208,0.8703435758393401,0.31037338538099524,-0.12740486859910516
0.96,0.96,9.953955378570154,0.09585261193281704,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,4.760688208076897,0.13884361253421135,7.645745374044568,0.4388604076727301,0.9173675147839387,0.8738891247467745,0.30374563110814823,-0.13049903680050084
0.97,0.97,9.952991875633305,0.09684795937847283,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,4.837189349529333,0.14327594336143246,7.654261593850442,0.447605850546717,0.7838679096971066,0.8771437993714777,0.29713171795484905,-0.13360680332389918
0.98,0.98,9.952018419705409,0.09784320997617732,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,4.913768984159741,0.1477958756970215,7.661447712302633,0.45638217668631237,0.6512645143026528,0.8801051549489739,0.2905326042574921,-0.1367271039338252
0.99,0.99,9.951035011759926,0.09883836273067999,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,4.990413871916476,0.15240372499617194,7.667312050896684,0.4651868478693958,0.5195726893088685,0.8827702692057287,0.28394925475983135,-0.13985906657822522
1.0,1.0,9.950041652780259,0.09983341664682815,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,5.067110825906679,0.15709974137431063,7.67186430384433,0.4740166644999392,0.3888066395520138,0.8851370259895193,0.2773826068979457,-0.14300158891084255
1.01,1.01,9.949038343759767,0.100828370729568,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,5.143846780051607,0.1618841661858797,7.6751138078368255,0.48286854151368175,0.25898064574556623,0.8872032761217878,0.2708335939995734,-0.14615360804904926
1.02,1.02,9.94802508570176,0.10182322398394551,8.842122460833789,4.344843424404051,4.623522775777911,1.2516974044195344,1,4,5.220608772623009,0.16675721842155625,7.67706962782534,0.49173966479927333,0.13010902311800235,0.8889667418858531,0.2643031452264078,-0.14931415443710672
