time_step,Amplitude,Angular_Vel,force,mass,K,B,delta_mass,delta_K,delta_B,ideal_disp,ideal_vel,ideal_acc,actual_disp,actual_vel,actual_acc,G(x)
0.0,1,0.1,0.0,20,6.5511357786616555,26.052980622513406,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
0.01,1,0.1,0.0009999998333333417,20,6.5511357786616555,26.052980622513406,0,1,1,1.6849661661913166e-13,1.3744330410524182e-09,4.999820120760561e-05,1.495657702004172e-13,1.2197888068794618e-09,4.9998341664049705e-05,-6.09969186324831e-11
0.02,1,0.1,0.0019999986666669333,20,6.5511357786616555,26.052980622513406,0,1,1,2.5414623420477147e-09,5.213971870342424e-07,9.93199033195809e-05,2.539368481577427e-09,5.208780965866767e-07,9.92944093248543e-05,-2.6170873253412712e-08
0.03,1,0.1,0.002999995500002025,20,6.5511357786616555,26.052980622513406,0,1,1,1.3245223997437958e-08,1.5108688087579858e-06,0.00014802730464717338,1.3235526303165463e-08,1.509723709071551e-06,0.0001479526515249473,-7.614796176873583e-08
0.04,1,0.1,0.003999989333341867,20,6.5511357786616555,26.052980622513406,0,1,1,3.6281828741603847e-08,3.0013060518118476e-06,0.00019607793388726983,3.620789807960284e-08,2.9589120573984123e-06,0.00019598342660173438,-1.4975599777390075e-07
0.05,1,0.1,0.004999979166692709,20,6.5511357786616555,26.052980622513406,0,1,1,7.658815505066826e-08,4.948651841926384e-06,0.00024352751483723307,7.599931392896353e-08,4.866447197737936e-06,0.00024338766919066286,-2.4712232558334494e-07
0.06,1,0.1,0.0059999640000648,20,6.5511357786616555,26.052980622513406,0,1,1,1.3808597327416198e-07,7.296488177273245e-06,0.0002904482057504927,1.3734794120090234e-07,7.326511237228609e-06,0.000290036145029025,-3.731929589214756e-07
0.07,1,0.1,0.006999942833473392,20,6.5511357786616555,26.052980622513406,0,1,1,2.3249157797718635e-07,1.0189412153704158e-05,0.0003366477596091706,2.25054930141396e-07,1.0207120218052654e-05,0.00033610551938337974,-5.216087574097025e-07
0.08,1,0.1,0.007999914666939733,20,6.5511357786616555,26.052980622513406,0,1,1,3.515809108092003e-07,1.3536135760910801e-05,0.00038224773649865585,3.46661453814592e-07,1.3552352928707062e-05,0.0003815332719031488,-6.949507191260827e-07
0.09,1,0.1,0.008999878500492074,20,6.5511357786616555,26.052980622513406,0,1,1,5.060783684733991e-07,1.7355252655945494e-05,0.0004272203525620695,5.009650606545022e-07,1.731517635236608e-05,0.0004263834257481373,-8.908070706510291e-07
0.1,1,0.1,0.009999833334166666,20,6.5511357786616555,26.052980622513406,0,1,1,7.012239580932672e-07,2.1629640280446984e-05,0.00047158614608537635,7.008731674580472e-07,2.154808474755042e-05,0.0004705800513293906,-1.1124478957504233e-06
0.11,1,0.1,0.010999778168008756,20,6.5511357786616555,26.052980622513406,0,1,1,9.466572198094194e-07,2.6309986553967363e-05,0.0005154061459078416,9.413953665674231e-07,2.6234988316546345e-05,0.0005141467466607504,-1.3588191841556886e-06
0.12,1,0.1,0.011999712002073594,20,6.5511357786616555,26.052980622513406,0,1,1,1.2361969711825384e-06,3.143129064111973e-05,0.0005586367350926264,1.2355561752377482e-06,3.1319985644136055e-05,0.0005571541592452001,-1.6277770909686902e-06
0.13,1,0.1,0.01299963383642743,20,6.5511357786616555,26.052980622513406,0,1,1,1.5784451401306477e-06,3.698721350223774e-05,0.000601283303567035,1.5769613494485967e-06,3.6855398360409965e-05,0.000599533880474043,-1.921617985492928e-06
0.14,1,0.1,0.013999542671148514,20,6.5511357786616555,26.052980622513406,0,1,1,1.978387078434105e-06,4.2972231830277734e-05,0.0006433513632797281,1.9751605391873847e-06,4.278945608050965e-05,0.000641352281976927,-2.238230830984852e-06
0.15,1,0.1,0.01499943750632809,20,6.5511357786616555,26.052980622513406,0,1,1,2.439955121008939e-06,4.9362902525439115e-05,0.0006848701143035118,2.434509054325968e-06,4.91281255477802e-05,0.0006825995984719996,-2.5781317301053087e-06
0.16,1,0.1,0.015999317342071415,20,6.5511357786616555,26.052980622513406,0,1,1,2.967495505687361e-06,5.617423705175189e-05,0.0007258185283348661,2.9596342814319925e-06,5.59011439075812e-05,0.0007232338089424507,-2.9430389094506597e-06
0.17,1,0.1,0.01699918117849873,20,6.5511357786616555,26.052980622513406,0,1,1,3.565438775392946e-06,6.340553771179875e-05,0.0007661960129802544,3.5546338144081965e-06,6.311258883468257e-05,0.0007632478006570694,-3.3333611324545384e-06
0.18,1,0.1,0.017999028015746276,20,6.5511357786616555,26.052980622513406,0,1,1,4.2375753530694115e-06,7.106243059107428e-05,0.0008059939478529025,4.224157590052047e-06,7.06855585610789e-05,0.0008027437891094465,-3.7454858075565475e-06
0.19,1,0.1,0.01899885685396732,20,6.5511357786616555,26.052980622513406,0,1,1,4.988334107544477e-06,7.907065400558896e-05,0.0008453075691651198,4.972298173551385e-06,7.866358955184054e-05,0.0008416612895741775,-4.181794386269596e-06
0.2,1,0.1,0.019998666693333084,20,6.5511357786616555,26.052980622513406,0,1,1,5.820839640728399e-06,8.744287513601004e-05,0.0008841193025502764,5.802292237631463e-06,8.707046590966705e-05,0.0008799668584885909,-4.643637907364927e-06
0.21,1,0.1,0.02099845653403382,20,6.5511357786616555,26.052980622513406,0,1,1,6.7396157069963655e-06,9.622612169985729e-05,0.0009223663556207645,6.716868605240932e-06,9.582143105095891e-05,0.0009177740614872559,-5.1269149828099925e-06
0.22,1,0.1,0.021998225376279774,20,6.5511357786616555,26.052980622513406,0,1,1,7.74724225048775e-06,0.00010533722825352682,0.0009601561686934121,7.72961797398999e-06,0.00010490601644326669,0.0009550918775708113,-5.631781720862834e-06
0.23,1,0.1,0.022997972220302185,20,6.5511357786616555,26.052980622513406,0,1,1,8.847782497261787e-06,0.00011480561418043791,0.000997449037711193,8.826191029340165e-06,0.00011443466795080713,0.0009917762799407147,-6.163042949007366e-06
0.24,1,0.1,0.02399769606635429,20,6.5511357786616555,26.052980622513406,0,1,1,1.0045198604708225e-05,0.00012468499909256463,0.0010341736370547267,1.0027704805728276e-05,0.000124270051903044,0.0010280050099863056,-6.714887835438615e-06
0.25,1,0.1,0.024997395914712332,20,6.5511357786616555,26.052980622513406,0,1,1,1.1342911943391794e-05,0.00013490311229446433,0.0010704229393960671,1.1321034707763089e-05,0.0001344280783542966,0.0010637614522819286,-7.287455653102985e-06
0.26,1,0.1,0.025997070765676544,20,6.5511357786616555,26.052980622513406,0,1,1,1.2744973951636492e-05,0.00014550980352926547,0.001106130630954509,1.2728196108940694e-05,0.00014500199385414865,0.0010989111149339204,-7.886509498154467e-06
0.27,1,0.1,0.026996719619572153,20,6.5511357786616555,26.052980622513406,0,1,1,1.4254925893660271e-05,0.0001564923600204674,0.0011413120620671698,1.4232983869208015e-05,0.00015596863530273277,0.0011334913978637785,-8.51008095859704e-06
0.28,1,0.1,0.027996341476750394,20,6.5511357786616555,26.052980622513406,0,1,1,1.5876433254676718e-05,0.00016780347788678107,0.0011760276024521741,1.584909828017929e-05,0.00016725750277752155,0.0011675924401028568,-9.155330052885043e-06
0.29,1,0.1,0.028995935337589485,20,6.5511357786616555,26.052980622513406,0,1,1,1.7616909977553046e-05,0.00017946013418989966,0.0011760276024521741,1.7579715343208993e-05,0.00017886351498980953,0.0011675924401028568,-9.822161516650927e-06
0.3,1,0.1,0.02999550020249566,20,6.5511357786616555,26.052980622513406,0,1,1,1.947115319615897e-05,0.00019143179236974462,0.0012440286628499267,1.942795956036867e-05,0.0001907819944035442,0.0012343787722114714,-1.0510497698195644e-05
