Time,Theta_SW,Theta_H,Theta_A,Theta_S,K_H,K_A,B_H,B_A
52.3,0.329119383,0.894394271,-0.44727943,0.325726879,0.5,0.5,0.1,0.1
52.302,0.327861811,0.893497924,-0.449067323,0.324467362,0.5,0.5,0.1,0.1
52.304,0.326602928,0.892598003,-0.450853419,0.323206546,0.5,0.5,0.1,0.1
52.306,0.325342739,0.891694511,-0.452637713,0.321944438,0.5,0.5,0.1,0.1
52.308,0.324081248,0.890787453,-0.454420195,0.320681042,0.5,0.5,0.1,0.1
52.31,0.322818461,0.889876832,-0.45620086,0.319416363,0.5,0.5,0.1,0.1
52.312,0.321554383,0.888962651,-0.4579797,0.318150407,0.5,0.5,0.1,0.1
52.314,0.320289018,0.888044914,-0.459756708,0.316883178,0.5,0.5,0.1,0.1
52.316,0.319022373,0.887123625,-0.461531877,0.315614681,0.5,0.5,0.1,0.1
52.318,0.317754451,0.886198788,-0.4633052,0.314344922,0.5,0.5,0.1,0.1
52.32,0.316485258,0.885270405,-0.46507667,0.313073906,0.5,0.5,0.1,0.1
52.322,0.315214799,0.884338482,-0.46684628,0.311801637,0.5,0.5,0.1,0.1
52.324,0.31394308,0.883403022,-0.468614022,0.310528121,0.5,0.5,0.1,0.1
52.326,0.312670104,0.882464027,-0.470379889,0.309253363,0.5,0.5,0.1,0.1
52.328,0.311395878,0.881521503,-0.472143876,0.307977368,0.5,0.5,0.1,0.1
52.33,0.310120407,0.880575453,-0.473905973,0.306700141,0.5,0.5,0.1,0.1
52.332,0.308843695,0.879625881,-0.475666175,0.305421687,0.5,0.5,0.1,0.1
52.334,0.307565747,0.87867279,-0.477424474,0.304142012,0.5,0.5,0.1,0.1
52.336,0.306286569,0.877716184,-0.479180864,0.30286112,0.5,0.5,0.1,0.1
52.338,0.305006166,0.876756068,-0.480935337,0.301579016,0.5,0.5,0.1,0.1
52.34,0.303724544,0.875792444,-0.482687886,0.300295706,0.5,0.5,0.1,0.1
52.342,0.302441706,0.874825317,-0.484438504,0.299011195,0.5,0.5,0.1,0.1
52.344,0.301157658,0.873854691,-0.486187185,0.297725488,0.5,0.5,0.1,0.1
52.346,0.299872406,0.87288057,-0.487933921,0.29643859,0.5,0.5,0.1,0.1
52.348,0.298585954,0.871902957,-0.489678705,0.295150507,0.5,0.5,0.1,0.1
52.35,0.297298308,0.870921856,-0.49142153,0.293861243,0.5,0.5,0.1,0.1
52.352,0.296009473,0.869937272,-0.49316239,0.292570803,0.5,0.5,0.1,0.1
52.354,0.294719454,0.868949208,-0.494901277,0.291279193,0.5,0.5,0.1,0.1
52.356,0.293428256,0.867957668,-0.496638184,0.289986418,0.5,0.5,0.1,0.1
52.358,0.292135884,0.866962657,-0.498373105,0.288692483,0.5,0.5,0.1,0.1
52.36,0.290842343,0.865964177,-0.500106033,0.287397393,0.5,0.5,0.1,0.1
52.362,0.28954764,0.864962234,-0.50183696,0.286101153,0.5,0.5,0.1,0.1
52.364,0.288251778,0.863956831,-0.503565879,0.28480377,0.5,0.5,0.1,0.1
52.366,0.286954763,0.862947972,-0.505292785,0.283505247,0.5,0.5,0.1,0.1
52.368,0.2856566,0.861935661,-0.507017669,0.282205589,0.5,0.5,0.1,0.1
52.37,0.284357294,0.860919902,-0.508740525,0.280904804,0.5,0.5,0.1,0.1
52.372,0.283056852,0.8599007,-0.510461346,0.279602894,0.5,0.5,0.1,0.1
52.374,0.281755277,0.858878058,-0.512180125,0.278299866,0.5,0.5,0.1,0.1
52.376,0.280452574,0.857851981,-0.513896856,0.276995725,0.5,0.5,0.1,0.1
52.378,0.279148751,0.856822472,-0.515611531,0.275690476,0.5,0.5,0.1,0.1
52.38,0.27784381,0.855789536,-0.517324144,0.274384124,0.5,0.5,0.1,0.1
52.382,0.276537758,0.854753177,-0.519034687,0.273076675,0.5,0.5,0.1,0.1
52.384,0.2752306,0.853713399,-0.520743154,0.271768133,0.5,0.5,0.1,0.1
52.386,0.273922341,0.852670206,-0.522449538,0.270458504,0.5,0.5,0.1,0.1
52.388,0.272612987,0.851623602,-0.524153833,0.269147794,0.5,0.5,0.1,0.1
52.39,0.271302542,0.850573592,-0.52585603,0.267836007,0.5,0.5,0.1,0.1
52.392,0.269991011,0.849520179,-0.527556125,0.266523148,0.5,0.5,0.1,0.1
52.394,0.268678401,0.848463369,-0.529254109,0.265209223,0.5,0.5,0.1,0.1
52.396,0.267364716,0.847403164,-0.530949976,0.263894238,0.5,0.5,0.1,0.1
52.398,0.266049962,0.84633957,-0.532643719,0.262578197,0.5,0.5,0.1,0.1
52.4,0.264734143,0.845272591,-0.534335332,0.261261106,0.5,0.5,0.1,0.1
52.402,0.263417265,0.84420223,-0.536024807,0.259942969,0.5,0.5,0.1,0.1
52.404,0.262099334,0.843128493,-0.537712139,0.258623793,0.5,0.5,0.1,0.1
52.406,0.260780355,0.842051383,-0.539397319,0.257303582,0.5,0.5,0.1,0.1
52.408,0.259460332,0.840970905,-0.541080342,0.255982342,0.5,0.5,0.1,0.1
52.41,0.258139271,0.839887063,-0.5427612,0.254660079,0.5,0.5,0.1,0.1
52.412,0.256817178,0.838799862,-0.544439888,0.253336796,0.5,0.5,0.1,0.1
52.414,0.255494058,0.837709305,-0.546116398,0.2520125,0.5,0.5,0.1,0.1
52.416,0.254169915,0.836615398,-0.547790723,0.250687197,0.5,0.5,0.1,0.1
52.418,0.252844756,0.835518144,-0.549462857,0.24936089,0.5,0.5,0.1,0.1
52.42,0.251518586,0.834417548,-0.551132793,0.248033586,0.5,0.5,0.1,0.1
52.422,0.250191409,0.833313614,-0.552800525,0.24670529,0.5,0.5,0.1,0.1
52.424,0.248863232,0.832206347,-0.554466045,0.245376007,0.5,0.5,0.1,0.1
52.426,0.247534059,0.831095751,-0.556129348,0.244045742,0.5,0.5,0.1,0.1
52.428,0.246203896,0.829981831,-0.557790426,0.242714502,0.5,0.5,0.1,0.1
52.43,0.244872749,0.828864591,-0.559449273,0.24138229,0.5,0.5,0.1,0.1
52.432,0.243540622,0.827744036,-0.561105882,0.240049113,0.5,0.5,0.1,0.1
52.434,0.24220752,0.826620169,-0.562760247,0.238714976,0.5,0.5,0.1,0.1
52.436,0.24087345,0.825492996,-0.564412361,0.237379884,0.5,0.5,0.1,0.1
52.438,0.239538416,0.824362521,-0.566062217,0.236043842,0.5,0.5,0.1,0.1
52.44,0.238202425,0.823228749,-0.567709809,0.234706856,0.5,0.5,0.1,0.1
52.442,0.23686548,0.822091684,-0.56935513,0.233368932,0.5,0.5,0.1,0.1
52.444,0.235527588,0.82095133,-0.570998173,0.232030074,0.5,0.5,0.1,0.1
52.446,0.234188754,0.819807692,-0.572638933,0.230690287,0.5,0.5,0.1,0.1
52.448,0.232848983,0.818660776,-0.574277402,0.229349578,0.5,0.5,0.1,0.1
52.45,0.23150828,0.817510584,-0.575913574,0.228007952,0.5,0.5,0.1,0.1
52.452,0.230166652,0.816357123,-0.577547442,0.226665414,0.5,0.5,0.1,0.1
52.454,0.228824103,0.815200396,-0.579179,0.225321968,0.5,0.5,0.1,0.1
52.456,0.227480639,0.814040408,-0.580808241,0.223977622,0.5,0.5,0.1,0.1
52.458,0.226136264,0.812877165,-0.58243516,0.22263238,0.5,0.5,0.1,0.1
52.46,0.224790985,0.811710669,-0.584059748,0.221286247,0.5,0.5,0.1,0.1
52.462,0.223444807,0.810540927,-0.585682,0.219939229,0.5,0.5,0.1,0.1
52.464,0.222097736,0.809367943,-0.58730191,0.218591331,0.5,0.5,0.1,0.1
52.466,0.220749776,0.808191721,-0.58891947,0.217242559,0.5,0.5,0.1,0.1
52.468,0.219400932,0.807012267,-0.590534674,0.215892918,0.5,0.5,0.1,0.1
52.47,0.218051212,0.805829584,-0.592147517,0.214542414,0.5,0.5,0.1,0.1
52.472,0.216700619,0.804643678,-0.59375799,0.213191051,0.5,0.5,0.1,0.1
52.474,0.215349159,0.803454554,-0.595366089,0.211838835,0.5,0.5,0.1,0.1
52.476,0.213996838,0.802262215,-0.596971807,0.210485772,0.5,0.5,0.1,0.1
52.478,0.212643661,0.801066668,-0.598575136,0.209131867,0.5,0.5,0.1,0.1
52.48,0.211289633,0.799867916,-0.600176071,0.207777126,0.5,0.5,0.1,0.1
52.482,0.20993476,0.798665965,-0.601774605,0.206421554,0.5,0.5,0.1,0.1
52.484,0.208579047,0.79746082,-0.603370733,0.205065155,0.5,0.5,0.1,0.1
52.486,0.207222501,0.796252484,-0.604964447,0.203707937,0.5,0.5,0.1,0.1
52.488,0.205865125,0.795040963,-0.606555741,0.202349904,0.5,0.5,0.1,0.1
52.49,0.204506925,0.793826263,-0.608144608,0.200991061,0.5,0.5,0.1,0.1
52.492,0.203147908,0.792608387,-0.609731044,0.199631414,0.5,0.5,0.1,0.1
52.494,0.201788078,0.79138734,-0.61131504,0.198270969,0.5,0.5,0.1,0.1
52.496,0.200427441,0.790163128,-0.612896591,0.196909731,0.5,0.5,0.1,0.1
52.498,0.199066002,0.788935755,-0.61447569,0.195547705,0.5,0.5,0.1,0.1
52.5,0.197703767,0.787705227,-0.616052332,0.194184897,0.5,0.5,0.1,0.1
52.502,0.196340742,0.786471548,-0.617626509,0.192821312,0.5,0.5,0.1,0.1
52.504,0.19497693,0.785234723,-0.619198216,0.191456956,0.5,0.5,0.1,0.1
52.506,0.193612339,0.783994757,-0.620767446,0.190091834,0.5,0.5,0.1,0.1
52.508,0.192246974,0.782751654,-0.622334193,0.188725952,0.5,0.5,0.1,0.1
52.51,0.190880839,0.781505421,-0.62389845,0.187359315,0.5,0.5,0.1,0.1
52.512,0.189513941,0.780256062,-0.625460212,0.185991928,0.5,0.5,0.1,0.1
52.514,0.188146285,0.779003582,-0.627019472,0.184623798,0.5,0.5,0.1,0.1
52.516,0.186777876,0.777747986,-0.628576225,0.183254929,0.5,0.5,0.1,0.1
52.518,0.185408721,0.776489279,-0.630130462,0.181885326,0.5,0.5,0.1,0.1
52.52,0.184038823,0.775227466,-0.63168218,0.180514997,0.5,0.5,0.1,0.1
52.522,0.182668189,0.773962552,-0.63323137,0.179143945,0.5,0.5,0.1,0.1
52.524,0.181296825,0.772694542,-0.634778028,0.177772177,0.5,0.5,0.1,0.1
52.526,0.179924736,0.771423442,-0.636322146,0.176399697,0.5,0.5,0.1,0.1
52.528,0.178551927,0.770149255,-0.637863719,0.175026513,0.5,0.5,0.1,0.1
52.53,0.177178403,0.768871988,-0.639402741,0.173652627,0.5,0.5,0.1,0.1
52.532,0.175804171,0.767591646,-0.640939205,0.172278048,0.5,0.5,0.1,0.1
52.534,0.174429236,0.766308233,-0.642473106,0.170902779,0.5,0.5,0.1,0.1
52.536,0.173053603,0.765021755,-0.644004436,0.169526827,0.5,0.5,0.1,0.1
52.538,0.171677278,0.763732217,-0.645533191,0.168150196,0.5,0.5,0.1,0.1
52.54,0.170300266,0.762439624,-0.647059363,0.166772893,0.5,0.5,0.1,0.1
52.542,0.168922572,0.761143982,-0.648582947,0.165394923,0.5,0.5,0.1,0.1
52.544,0.167544204,0.759845294,-0.650103937,0.164016291,0.5,0.5,0.1,0.1
52.546,0.166165165,0.758543567,-0.651622326,0.162637003,0.5,0.5,0.1,0.1
52.548,0.164785461,0.757238807,-0.653138109,0.161257065,0.5,0.5,0.1,0.1
52.55,0.163405098,0.755931017,-0.65465128,0.159876481,0.5,0.5,0.1,0.1
52.552,0.162024082,0.754620203,-0.656161831,0.158495258,0.5,0.5,0.1,0.1
52.554,0.160642417,0.753306371,-0.657669758,0.157113401,0.5,0.5,0.1,0.1
52.556,0.15926011,0.751989526,-0.659175055,0.155730916,0.5,0.5,0.1,0.1
52.558,0.157877166,0.750669673,-0.660677714,0.154347808,0.5,0.5,0.1,0.1
52.56,0.15649359,0.749346817,-0.662177731,0.152964082,0.5,0.5,0.1,0.1
52.562,0.155109389,0.748020964,-0.6636751,0.151579745,0.5,0.5,0.1,0.1
52.564,0.153724567,0.746692118,-0.665169813,0.150194801,0.5,0.5,0.1,0.1
52.566,0.15233913,0.745360286,-0.666661866,0.148809256,0.5,0.5,0.1,0.1
52.568,0.150953083,0.744025473,-0.668151252,0.147423116,0.5,0.5,0.1,0.1
52.57,0.149566433,0.742687683,-0.669637966,0.146036387,0.5,0.5,0.1,0.1
52.572,0.148179185,0.741346922,-0.671122001,0.144649073,0.5,0.5,0.1,0.1
52.574,0.146791344,0.740003197,-0.672603352,0.143261181,0.5,0.5,0.1,0.1
52.576,0.145402916,0.738656511,-0.674082012,0.141872715,0.5,0.5,0.1,0.1
52.578,0.144013906,0.73730687,-0.675557976,0.140483682,0.5,0.5,0.1,0.1
52.58,0.14262432,0.735954281,-0.677031238,0.139094088,0.5,0.5,0.1,0.1
52.582,0.141234163,0.734598747,-0.678501791,0.137703937,0.5,0.5,0.1,0.1
52.584,0.139843442,0.733240275,-0.679969631,0.136313235,0.5,0.5,0.1,0.1
52.586,0.138452161,0.731878871,-0.68143475,0.134921987,0.5,0.5,0.1,0.1
52.588,0.137060327,0.730514538,-0.682897144,0.1335302,0.5,0.5,0.1,0.1
52.59,0.135667944,0.729147284,-0.684356806,0.132137879,0.5,0.5,0.1,0.1
52.592,0.134275018,0.727777113,-0.685813731,0.13074503,0.5,0.5,0.1,0.1
52.594,0.132881556,0.726404031,-0.687267913,0.129351657,0.5,0.5,0.1,0.1
52.596,0.131487562,0.725028043,-0.688719345,0.127957767,0.5,0.5,0.1,0.1
52.598,0.130093042,0.723649155,-0.690168023,0.126563365,0.5,0.5,0.1,0.1
52.6,0.128698001,0.722267373,-0.69161394,0.125168457,0.5,0.5,0.1,0.1
52.602,0.127302446,0.720882701,-0.693057091,0.123773049,0.5,0.5,0.1,0.1
52.604,0.125906382,0.719495146,-0.694497469,0.122377145,0.5,0.5,0.1,0.1
52.606,0.124509814,0.718104713,-0.695935069,0.120980752,0.5,0.5,0.1,0.1
52.608,0.123112747,0.716711408,-0.697369886,0.119583874,0.5,0.5,0.1,0.1
52.61,0.121715189,0.715315236,-0.698801913,0.118186519,0.5,0.5,0.1,0.1
52.612,0.120317144,0.713916202,-0.700231145,0.11678869,0.5,0.5,0.1,0.1
52.614,0.118918617,0.712514313,-0.701657576,0.115390395,0.5,0.5,0.1,0.1
52.616,0.117519615,0.711109574,-0.7030812,0.113991638,0.5,0.5,0.1,0.1
52.618,0.116120142,0.70970199,-0.704502012,0.112592425,0.5,0.5,0.1,0.1
52.62,0.114720205,0.708291567,-0.705920006,0.111192762,0.5,0.5,0.1,0.1
52.622,0.113319809,0.706878312,-0.707335177,0.109792653,0.5,0.5,0.1,0.1
52.624,0.11191896,0.705462229,-0.708747518,0.108392106,0.5,0.5,0.1,0.1
52.626,0.110517664,0.704043324,-0.710157024,0.106991125,0.5,0.5,0.1,0.1
52.628,0.109115925,0.702621602,-0.711563689,0.105589716,0.5,0.5,0.1,0.1
52.63,0.10771375,0.701197071,-0.712967508,0.104187885,0.5,0.5,0.1,0.1
52.632,0.106311144,0.699769734,-0.714368476,0.102785637,0.5,0.5,0.1,0.1
52.634,0.104908112,0.698339599,-0.715766585,0.101382978,0.5,0.5,0.1,0.1
52.636,0.103504661,0.69690667,-0.717161832,0.099979913,0.5,0.5,0.1,0.1
52.638,0.102100796,0.695470953,-0.71855421,0.098576449,0.5,0.5,0.1,0.1
52.64,0.100696523,0.694032455,-0.719943714,0.09717259,0.5,0.5,0.1,0.1
52.642,0.099291847,0.69259118,-0.721330338,0.095768342,0.5,0.5,0.1,0.1
52.644,0.097886773,0.691147135,-0.722714077,0.094363712,0.5,0.5,0.1,0.1
52.646,0.096481308,0.689700326,-0.724094925,0.092958704,0.5,0.5,0.1,0.1
52.648,0.095075457,0.688250758,-0.725472876,0.091553324,0.5,0.5,0.1,0.1
52.65,0.093669226,0.686798436,-0.726847926,0.090147578,0.5,0.5,0.1,0.1
52.652,0.09226262,0.685343368,-0.728220068,0.088741471,0.5,0.5,0.1,0.1
52.654,0.090855646,0.683885558,-0.729589298,0.087335009,0.5,0.5,0.1,0.1
52.656,0.089448307,0.682425013,-0.730955609,0.085928198,0.5,0.5,0.1,0.1
52.658,0.088040611,0.680961738,-0.732318996,0.084521043,0.5,0.5,0.1,0.1
52.66,0.086632563,0.679495739,-0.733679454,0.083113551,0.5,0.5,0.1,0.1
52.662,0.085224168,0.678027022,-0.735036977,0.081705725,0.5,0.5,0.1,0.1
52.664,0.083815433,0.676555593,-0.73639156,0.080297573,0.5,0.5,0.1,0.1
52.666,0.082406362,0.675081457,-0.737743198,0.0788891,0.5,0.5,0.1,0.1
52.668,0.080996961,0.673604622,-0.739091884,0.077480311,0.5,0.5,0.1,0.1
52.67,0.079587236,0.672125092,-0.740437614,0.076071212,0.5,0.5,0.1,0.1
52.672,0.078177194,0.670642873,-0.741780383,0.074661809,0.5,0.5,0.1,0.1
52.674,0.076766838,0.669157972,-0.743120184,0.073252108,0.5,0.5,0.1,0.1
52.676,0.075356175,0.667670395,-0.744457013,0.071842113,0.5,0.5,0.1,0.1
52.678,0.073945211,0.666180146,-0.745790864,0.070431831,0.5,0.5,0.1,0.1
52.68,0.072533951,0.664687233,-0.747121732,0.069021267,0.5,0.5,0.1,0.1
52.682,0.071122401,0.663191661,-0.748449611,0.067610427,0.5,0.5,0.1,0.1
52.684,0.069710567,0.661693437,-0.749774497,0.066199317,0.5,0.5,0.1,0.1
52.686,0.068298453,0.660192565,-0.751096383,0.064787942,0.5,0.5,0.1,0.1
52.688,0.066886067,0.658689053,-0.752415265,0.063376307,0.5,0.5,0.1,0.1
52.69,0.065473413,0.657182906,-0.753731138,0.06196442,0.5,0.5,0.1,0.1
52.692,0.064060497,0.655674131,-0.755043995,0.060552284,0.5,0.5,0.1,0.1
52.694,0.062647325,0.654162732,-0.756353832,0.059139906,0.5,0.5,0.1,0.1
52.696,0.061233902,0.652648717,-0.757660644,0.057727292,0.5,0.5,0.1,0.1
52.698,0.059820234,0.651132092,-0.758964425,0.056314446,0.5,0.5,0.1,0.1
52.7,0.058406327,0.649612862,-0.760265171,0.054901376,0.5,0.5,0.1,0.1
52.702,0.056992186,0.648091033,-0.761562875,0.053488086,0.5,0.5,0.1,0.1
52.704,0.055577818,0.646566612,-0.762857533,0.052074582,0.5,0.5,0.1,0.1
52.706,0.054163227,0.645039605,-0.76414914,0.050660869,0.5,0.5,0.1,0.1
52.708,0.052748419,0.643510018,-0.76543769,0.049246954,0.5,0.5,0.1,0.1
52.71,0.051333401,0.641977856,-0.766723178,0.047832842,0.5,0.5,0.1,0.1
52.712,0.049918177,0.640443127,-0.7680056,0.046418539,0.5,0.5,0.1,0.1
52.714,0.048502753,0.638905836,-0.769284949,0.04500405,0.5,0.5,0.1,0.1
52.716,0.047087136,0.637365989,-0.770561221,0.04358938,0.5,0.5,0.1,0.1
52.718,0.04567133,0.635823593,-0.771834411,0.042174537,0.5,0.5,0.1,0.1
52.72,0.044255341,0.634278654,-0.773104514,0.040759525,0.5,0.5,0.1,0.1
52.722,0.042839175,0.632731177,-0.774371524,0.03934435,0.5,0.5,0.1,0.1
52.724,0.041422838,0.63118117,-0.775635437,0.037929017,0.5,0.5,0.1,0.1
52.726,0.040006336,0.629628637,-0.776896247,0.036513533,0.5,0.5,0.1,0.1
52.728,0.038589673,0.628073587,-0.77815395,0.035097903,0.5,0.5,0.1,0.1
52.73,0.037172856,0.626516024,-0.77940854,0.033682132,0.5,0.5,0.1,0.1
52.732,0.03575589,0.624955955,-0.780660012,0.032266226,0.5,0.5,0.1,0.1
52.734,0.034338781,0.623393386,-0.781908362,0.030850192,0.5,0.5,0.1,0.1
52.736,0.032921535,0.621828323,-0.783153584,0.029434034,0.5,0.5,0.1,0.1
52.738,0.031504157,0.620260774,-0.784395674,0.028017758,0.5,0.5,0.1,0.1
52.74,0.030086654,0.618690743,-0.785634626,0.026601371,0.5,0.5,0.1,0.1
52.742,0.028669029,0.617118237,-0.786870435,0.025184876,0.5,0.5,0.1,0.1
52.744,0.02725129,0.615543263,-0.788103097,0.023768282,0.5,0.5,0.1,0.1
52.746,0.025833443,0.613965827,-0.789332606,0.022351592,0.5,0.5,0.1,0.1
52.748,0.024415491,0.612385935,-0.790558959,0.020934812,0.5,0.5,0.1,0.1
52.75,0.022997442,0.610803593,-0.791782148,0.019517949,0.5,0.5,0.1,0.1
52.752,0.021579302,0.609218808,-0.793002171,0.018101008,0.5,0.5,0.1,0.1
52.754,0.020161074,0.607631587,-0.794219022,0.016683995,0.5,0.5,0.1,0.1
52.756,0.018742767,0.606041934,-0.795432696,0.015266914,0.5,0.5,0.1,0.1
52.758,0.017324384,0.604449858,-0.796643188,0.013849773,0.5,0.5,0.1,0.1
52.76,0.015905932,0.602855364,-0.797850494,0.012432576,0.5,0.5,0.1,0.1
52.762,0.014487416,0.601258458,-0.799054608,0.01101533,0.5,0.5,0.1,0.1
52.764,0.013068842,0.599659147,-0.800255526,0.009598039,0.5,0.5,0.1,0.1
52.766,0.011650216,0.598057438,-0.801453243,0.00818071,0.5,0.5,0.1,0.1
52.768,0.010231544,0.596453337,-0.802647754,0.006763348,0.5,0.5,0.1,0.1
52.77,0.00881283,0.594846849,-0.803839055,0.00534596,0.5,0.5,0.1,0.1
52.772,0.007394082,0.593237982,-0.80502714,0.00392855,0.5,0.5,0.1,0.1
52.774,0.005975303,0.591626743,-0.806212005,0.002511124,0.5,0.5,0.1,0.1
52.776,0.004556501,0.590013137,-0.807393645,0.001093688,0.5,0.5,0.1,0.1
52.778,0.003137681,0.58839717,-0.808572056,-0.000323752,0.5,0.5,0.1,0.1
52.78,0.001718848,0.586778851,-0.809747233,-0.001741191,0.5,0.5,0.1,0.1
52.782,0.000300008,0.585158184,-0.81091917,-0.003158623,0.5,0.5,0.1,0.1
52.784,-0.001118833,0.583535176,-0.812087864,-0.004576043,0.5,0.5,0.1,0.1
52.786,-0.00253767,0.581909834,-0.813253309,-0.005993444,0.5,0.5,0.1,0.1
52.788,-0.003956496,0.580282165,-0.814415501,-0.007410821,0.5,0.5,0.1,0.1
52.79,-0.005375307,0.578652174,-0.815574436,-0.008828168,0.5,0.5,0.1,0.1
52.792,-0.006794096,0.577019869,-0.816730109,-0.01024548,0.5,0.5,0.1,0.1
52.794,-0.008212858,0.575385256,-0.817882514,-0.011662751,0.5,0.5,0.1,0.1
52.796,-0.009631587,0.573748341,-0.819031648,-0.013079976,0.5,0.5,0.1,0.1
52.798,-0.011050277,0.572109132,-0.820177506,-0.014497148,0.5,0.5,0.1,0.1
52.8,-0.012468924,0.570467634,-0.821320083,-0.015914262,0.5,0.5,0.1,0.1
52.802,-0.01388752,0.568823854,-0.822459375,-0.017331313,0.5,0.5,0.1,0.1
52.804,-0.015306061,0.567177798,-0.823595377,-0.018748294,0.5,0.5,0.1,0.1
52.806,-0.016724541,0.565529474,-0.824728085,-0.0201652,0.5,0.5,0.1,0.1
52.808,-0.018142954,0.563878888,-0.825857493,-0.021582026,0.5,0.5,0.1,0.1
52.81,-0.019561294,0.562226047,-0.826983599,-0.022998765,0.5,0.5,0.1,0.1
52.812,-0.020979556,0.560570956,-0.828106396,-0.024415412,0.5,0.5,0.1,0.1
52.814,-0.022397734,0.558913623,-0.829225881,-0.025831961,0.5,0.5,0.1,0.1
52.816,-0.023815822,0.557254055,-0.830342049,-0.027248408,0.5,0.5,0.1,0.1
52.818,-0.025233816,0.555592257,-0.831454896,-0.028664745,0.5,0.5,0.1,0.1
52.82,-0.026651708,0.553928237,-0.832564417,-0.030080967,0.5,0.5,0.1,0.1
52.822,-0.028069494,0.552262002,-0.833670607,-0.03149707,0.5,0.5,0.1,0.1
52.824,-0.029487167,0.550593557,-0.834773463,-0.032913046,0.5,0.5,0.1,0.1
52.826,-0.030904722,0.54892291,-0.83587298,-0.034328891,0.5,0.5,0.1,0.1
52.828,-0.032322154,0.547250067,-0.836969153,-0.035744598,0.5,0.5,0.1,0.1
52.83,-0.033739457,0.545575036,-0.838061979,-0.037160162,0.5,0.5,0.1,0.1
52.832,-0.035156624,0.543897822,-0.839151452,-0.038575578,0.5,0.5,0.1,0.1
52.834,-0.036573651,0.542218432,-0.840237569,-0.039990839,0.5,0.5,0.1,0.1
52.836,-0.037990532,0.540536874,-0.841320324,-0.041405941,0.5,0.5,0.1,0.1
52.838,-0.039407261,0.538853153,-0.842399715,-0.042820876,0.5,0.5,0.1,0.1
52.84,-0.040823832,0.537167277,-0.843475736,-0.044235641,0.5,0.5,0.1,0.1
52.842,-0.042240239,0.535479252,-0.844548382,-0.045650228,0.5,0.5,0.1,0.1
52.844,-0.043656478,0.533789086,-0.845617651,-0.047064633,0.5,0.5,0.1,0.1
52.846,-0.045072542,0.532096784,-0.846683537,-0.04847885,0.5,0.5,0.1,0.1
52.848,-0.046488426,0.530402354,-0.847746037,-0.049892873,0.5,0.5,0.1,0.1
52.85,-0.047904124,0.528705802,-0.848805145,-0.051306696,0.5,0.5,0.1,0.1
52.852,-0.049319631,0.527007136,-0.849860859,-0.052720314,0.5,0.5,0.1,0.1
52.854,-0.05073494,0.525306361,-0.850913172,-0.054133721,0.5,0.5,0.1,0.1
52.856,-0.052150046,0.523603485,-0.851962083,-0.055546912,0.5,0.5,0.1,0.1
52.858,-0.053564943,0.521898515,-0.853007585,-0.05695988,0.5,0.5,0.1,0.1
52.86,-0.054979626,0.520191457,-0.854049675,-0.058372621,0.5,0.5,0.1,0.1
52.862,-0.05639409,0.518482319,-0.855088349,-0.059785128,0.5,0.5,0.1,0.1
52.864,-0.057808327,0.516771106,-0.856123603,-0.061197396,0.5,0.5,0.1,0.1
52.866,-0.059222334,0.515057826,-0.857155432,-0.062609419,0.5,0.5,0.1,0.1
52.868,-0.060636104,0.513342487,-0.858183833,-0.064021191,0.5,0.5,0.1,0.1
52.87,-0.062049631,0.511625093,-0.859208801,-0.065432708,0.5,0.5,0.1,0.1
52.872,-0.06346291,0.509905654,-0.860230332,-0.066843963,0.5,0.5,0.1,0.1
52.874,-0.064875935,0.508184174,-0.861248422,-0.06825495,0.5,0.5,0.1,0.1
52.876,-0.0662887,0.506460662,-0.862263068,-0.069665665,0.5,0.5,0.1,0.1
52.878,-0.0677012,0.504735124,-0.863274264,-0.071076101,0.5,0.5,0.1,0.1
52.88,-0.06911343,0.503007568,-0.864282007,-0.072486252,0.5,0.5,0.1,0.1
52.882,-0.070525383,0.501277999,-0.865286293,-0.073896114,0.5,0.5,0.1,0.1
52.884,-0.071937054,0.499546425,-0.866287117,-0.07530568,0.5,0.5,0.1,0.1
52.886,-0.073348437,0.497812852,-0.867284477,-0.076714944,0.5,0.5,0.1,0.1
52.888,-0.074759527,0.496077289,-0.868278367,-0.078123902,0.5,0.5,0.1,0.1
52.89,-0.076170318,0.494339741,-0.869268785,-0.079532548,0.5,0.5,0.1,0.1
52.892,-0.077580804,0.492600216,-0.870255725,-0.080940875,0.5,0.5,0.1,0.1
52.894,-0.07899098,0.490858721,-0.871239184,-0.082348878,0.5,0.5,0.1,0.1
52.896,-0.08040084,0.489115262,-0.872219159,-0.083756553,0.5,0.5,0.1,0.1
52.898,-0.081810378,0.487369846,-0.873195644,-0.085163892,0.5,0.5,0.1,0.1
52.9,-0.083219589,0.485622482,-0.874168637,-0.08657089,0.5,0.5,0.1,0.1
52.902,-0.084628467,0.483873174,-0.875138133,-0.087977542,0.5,0.5,0.1,0.1
52.904,-0.086037007,0.482121931,-0.876104128,-0.089383842,0.5,0.5,0.1,0.1
52.906,-0.087445202,0.48036876,-0.877066619,-0.090789785,0.5,0.5,0.1,0.1
52.908,-0.088853048,0.478613667,-0.878025602,-0.092195365,0.5,0.5,0.1,0.1
52.91,-0.090260538,0.47685666,-0.878981073,-0.093600575,0.5,0.5,0.1,0.1
52.912,-0.091667668,0.475097745,-0.879933027,-0.095005412,0.5,0.5,0.1,0.1
