Time,Theta_SW,Theta_H,Theta_A,Theta_S,K_H,K_A,B_H,B_A
19.364,0.644335483,0.492050958,0.870566399,0.645138677,0.5,0.5,0.1,0.1
19.366,0.644927859,0.493791106,0.869580556,0.645724176,0.5,0.5,0.1,0.1
19.368,0.645517655,0.495529278,0.868591235,0.646307092,0.5,0.5,0.1,0.1
19.37,0.64610487,0.497265469,0.86759844,0.646887423,0.5,0.5,0.1,0.1
19.372,0.6466895,0.49899967,0.866602175,0.647465167,0.5,0.5,0.1,0.1
19.374,0.647271543,0.500731875,0.865602443,0.648040321,0.5,0.5,0.1,0.1
19.376,0.647850997,0.502462077,0.864599249,0.648612882,0.5,0.5,0.1,0.1
19.378,0.64842786,0.50419027,0.863592596,0.64918285,0.5,0.5,0.1,0.1
19.38,0.649002129,0.505916445,0.862582489,0.64975022,0.5,0.5,0.1,0.1
19.382,0.649573802,0.507640597,0.861568932,0.650314991,0.5,0.5,0.1,0.1
19.384,0.650142877,0.509362719,0.860551928,0.650877161,0.5,0.5,0.1,0.1
19.386,0.650709351,0.511082803,0.859531482,0.651436728,0.5,0.5,0.1,0.1
19.388,0.651273222,0.512800842,0.858507598,0.651993689,0.5,0.5,0.1,0.1
19.39,0.651834488,0.514516831,0.85748028,0.652548042,0.5,0.5,0.1,0.1
19.392,0.652393147,0.516230761,0.856449532,0.653099785,0.5,0.5,0.1,0.1
19.394,0.652949196,0.517942627,0.855415358,0.653648915,0.5,0.5,0.1,0.1
19.396,0.653502634,0.51965242,0.854377763,0.654195431,0.5,0.5,0.1,0.1
19.398,0.654053457,0.521360136,0.85333675,0.65473933,0.5,0.5,0.1,0.1
19.4,0.654601665,0.523065765,0.852292324,0.65528061,0.5,0.5,0.1,0.1
19.402,0.655147254,0.524769303,0.851244488,0.655819268,0.5,0.5,0.1,0.1
19.404,0.655690222,0.526470741,0.850193248,0.656355304,0.5,0.5,0.1,0.1
19.406,0.656230567,0.528170073,0.849138607,0.656888714,0.5,0.5,0.1,0.1
19.408,0.656768288,0.529867293,0.848080569,0.657419497,0.5,0.5,0.1,0.1
19.41,0.657303382,0.531562393,0.847019139,0.65794765,0.5,0.5,0.1,0.1
19.412,0.657835846,0.533255367,0.845954321,0.658473171,0.5,0.5,0.1,0.1
19.414,0.658365679,0.534946208,0.844886119,0.658996058,0.5,0.5,0.1,0.1
19.416,0.658892878,0.53663491,0.843814538,0.65951631,0.5,0.5,0.1,0.1
19.418,0.659417442,0.538321464,0.842739581,0.660033923,0.5,0.5,0.1,0.1
19.42,0.659939369,0.540005866,0.841661253,0.660548896,0.5,0.5,0.1,0.1
19.422,0.660458655,0.541688107,0.840579559,0.661061227,0.5,0.5,0.1,0.1
19.424,0.6609753,0.543368182,0.839494502,0.661570913,0.5,0.5,0.1,0.1
19.426,0.661489301,0.545046083,0.838406088,0.662077954,0.5,0.5,0.1,0.1
19.428,0.662000656,0.546721804,0.837314319,0.662582346,0.5,0.5,0.1,0.1
19.43,0.662509362,0.548395338,0.836219202,0.663084088,0.5,0.5,0.1,0.1
19.432,0.663015419,0.550066678,0.835120739,0.663583177,0.5,0.5,0.1,0.1
19.434,0.663518824,0.551735819,0.834018937,0.664079612,0.5,0.5,0.1,0.1
19.436,0.664019575,0.553402752,0.832913798,0.664573391,0.5,0.5,0.1,0.1
19.438,0.664517669,0.555067471,0.831805327,0.665064511,0.5,0.5,0.1,0.1
19.44,0.665013106,0.556729971,0.830693529,0.665552971,0.5,0.5,0.1,0.1
19.442,0.665505882,0.558390243,0.829578409,0.666038769,0.5,0.5,0.1,0.1
19.444,0.665995997,0.560048282,0.82845997,0.666521903,0.5,0.5,0.1,0.1
19.446,0.666483447,0.561704081,0.827338217,0.667002371,0.5,0.5,0.1,0.1
19.448,0.666968232,0.563357633,0.826213155,0.667480171,0.5,0.5,0.1,0.1
19.45,0.667450348,0.565008931,0.825084788,0.6679553,0.5,0.5,0.1,0.1
19.452,0.667929795,0.56665797,0.823953121,0.668427758,0.5,0.5,0.1,0.1
19.454,0.66840657,0.568304742,0.822818158,0.668897543,0.5,0.5,0.1,0.1
19.456,0.668880672,0.56994924,0.821679903,0.669364651,0.5,0.5,0.1,0.1
19.458,0.669352098,0.571591459,0.820538362,0.669829083,0.5,0.5,0.1,0.1
19.46,0.669820846,0.573231392,0.819393539,0.670290834,0.5,0.5,0.1,0.1
19.462,0.670286916,0.574869031,0.818245438,0.670749905,0.5,0.5,0.1,0.1
19.464,0.670750304,0.576504371,0.817094064,0.671206293,0.5,0.5,0.1,0.1
19.466,0.671211009,0.578137405,0.815939422,0.671659996,0.5,0.5,0.1,0.1
19.468,0.671669029,0.579768127,0.814781516,0.672111012,0.5,0.5,0.1,0.1
19.47,0.672124363,0.581396529,0.813620351,0.67255934,0.5,0.5,0.1,0.1
19.472,0.672577008,0.583022606,0.812455932,0.673004978,0.5,0.5,0.1,0.1
19.474,0.673026963,0.584646351,0.811288262,0.673447923,0.5,0.5,0.1,0.1
19.476,0.673474226,0.586267757,0.810117348,0.673888175,0.5,0.5,0.1,0.1
19.478,0.673918794,0.587886818,0.808943193,0.674325731,0.5,0.5,0.1,0.1
19.48,0.674360668,0.589503527,0.807765802,0.67476059,0.5,0.5,0.1,0.1
19.482,0.674799843,0.591117879,0.80658518,0.67519275,0.5,0.5,0.1,0.1
19.484,0.67523632,0.592729866,0.805401332,0.675622209,0.5,0.5,0.1,0.1
19.486,0.675670095,0.594339482,0.804214262,0.676048966,0.5,0.5,0.1,0.1
19.488,0.676101168,0.595946721,0.803023976,0.676473018,0.5,0.5,0.1,0.1
19.49,0.676529537,0.597551576,0.801830477,0.676894365,0.5,0.5,0.1,0.1
19.492,0.676955199,0.599154041,0.800633771,0.677313004,0.5,0.5,0.1,0.1
19.494,0.677378154,0.600754109,0.799433863,0.677728934,0.5,0.5,0.1,0.1
19.496,0.677798399,0.602351774,0.798230756,0.678142152,0.5,0.5,0.1,0.1
19.498,0.678215932,0.60394703,0.797024457,0.678552659,0.5,0.5,0.1,0.1
19.5,0.678630753,0.60553987,0.79581497,0.678960451,0.5,0.5,0.1,0.1
19.502,0.67904286,0.607130288,0.794602299,0.679365527,0.5,0.5,0.1,0.1
19.504,0.67945225,0.608718277,0.79338645,0.679767886,0.5,0.5,0.1,0.1
19.506,0.679858923,0.610303831,0.792167428,0.680167525,0.5,0.5,0.1,0.1
19.508,0.680262876,0.611886944,0.790945237,0.680564444,0.5,0.5,0.1,0.1
19.51,0.680664108,0.61346761,0.789719882,0.680958641,0.5,0.5,0.1,0.1
19.512,0.681062617,0.615045822,0.788491368,0.681350114,0.5,0.5,0.1,0.1
19.514,0.681458402,0.616621573,0.7872597,0.681738861,0.5,0.5,0.1,0.1
19.516,0.681851461,0.618194859,0.786024883,0.682124882,0.5,0.5,0.1,0.1
19.518,0.682241793,0.619765671,0.784786922,0.682508174,0.5,0.5,0.1,0.1
19.52,0.682629396,0.621334004,0.783545822,0.682888736,0.5,0.5,0.1,0.1
19.522,0.683014269,0.622899852,0.782301588,0.683266567,0.5,0.5,0.1,0.1
19.524,0.683396409,0.624463208,0.781054224,0.683641664,0.5,0.5,0.1,0.1
19.526,0.683775816,0.626024067,0.779803737,0.684014027,0.5,0.5,0.1,0.1
19.528,0.684152487,0.627582421,0.77855013,0.684383654,0.5,0.5,0.1,0.1
19.53,0.684526422,0.629138265,0.777293409,0.684750543,0.5,0.5,0.1,0.1
19.532,0.684897619,0.630691593,0.776033578,0.685114693,0.5,0.5,0.1,0.1
19.534,0.685266076,0.632242398,0.774770644,0.685476103,0.5,0.5,0.1,0.1
19.536,0.685631793,0.633790673,0.77350461,0.685834771,0.5,0.5,0.1,0.1
19.538,0.685994766,0.635336414,0.772235483,0.686190695,0.5,0.5,0.1,0.1
19.54,0.686354996,0.636879613,0.770963267,0.686543875,0.5,0.5,0.1,0.1
19.542,0.686712481,0.638420265,0.769687966,0.686894309,0.5,0.5,0.1,0.1
19.544,0.687067218,0.639958363,0.768409587,0.687241995,0.5,0.5,0.1,0.1
19.546,0.687419207,0.641493901,0.767128134,0.687586932,0.5,0.5,0.1,0.1
19.548,0.687768447,0.643026873,0.765843613,0.687929119,0.5,0.5,0.1,0.1
19.55,0.688114935,0.644557274,0.764556029,0.688268554,0.5,0.5,0.1,0.1
19.552,0.688458671,0.646085096,0.763265386,0.688605235,0.5,0.5,0.1,0.1
19.554,0.688799653,0.647610333,0.76197169,0.688939163,0.5,0.5,0.1,0.1
19.556,0.68913788,0.64913298,0.760674946,0.689270335,0.5,0.5,0.1,0.1
19.558,0.689473351,0.650653031,0.75937516,0.689598749,0.5,0.5,0.1,0.1
19.56,0.689806063,0.652170479,0.758072336,0.689924406,0.5,0.5,0.1,0.1
19.562,0.690136017,0.653685318,0.75676648,0.690247302,0.5,0.5,0.1,0.1
19.564,0.690463209,0.655197543,0.755457596,0.690567438,0.5,0.5,0.1,0.1
19.566,0.69078764,0.656707147,0.754145691,0.690884811,0.5,0.5,0.1,0.1
19.568,0.691109308,0.658214124,0.75283077,0.691199421,0.5,0.5,0.1,0.1
19.57,0.691428211,0.659718468,0.751512836,0.691511266,0.5,0.5,0.1,0.1
19.572,0.691744349,0.661220173,0.750191897,0.691820345,0.5,0.5,0.1,0.1
19.574,0.69205772,0.662719233,0.748867958,0.692126657,0.5,0.5,0.1,0.1
19.576,0.692368322,0.664215643,0.747541022,0.6924302,0.5,0.5,0.1,0.1
19.578,0.692676155,0.665709395,0.746211097,0.692730973,0.5,0.5,0.1,0.1
19.58,0.692981217,0.667200485,0.744878186,0.693028976,0.5,0.5,0.1,0.1
19.582,0.693283508,0.668688906,0.743542297,0.693324206,0.5,0.5,0.1,0.1
19.584,0.693583025,0.670174652,0.742203433,0.693616663,0.5,0.5,0.1,0.1
19.586,0.693879768,0.671657718,0.7408616,0.693906346,0.5,0.5,0.1,0.1
19.588,0.694173735,0.673138097,0.739516804,0.694193253,0.5,0.5,0.1,0.1
19.59,0.694464926,0.674615783,0.738169049,0.694477383,0.5,0.5,0.1,0.1
19.592,0.694753338,0.676090771,0.736818342,0.694758735,0.5,0.5,0.1,0.1
19.594,0.695038972,0.677563055,0.735464688,0.695037309,0.5,0.5,0.1,0.1
19.596,0.695321826,0.679032628,0.734108092,0.695313102,0.5,0.5,0.1,0.1
19.598,0.695601898,0.680499485,0.732748559,0.695586114,0.5,0.5,0.1,0.1
19.6,0.695879188,0.68196362,0.731386096,0.695856343,0.5,0.5,0.1,0.1
19.602,0.696153694,0.683425027,0.730020707,0.69612379,0.5,0.5,0.1,0.1
19.604,0.696425416,0.684883701,0.728652397,0.696388451,0.5,0.5,0.1,0.1
19.606,0.696694352,0.686339635,0.727281174,0.696650327,0.5,0.5,0.1,0.1
19.608,0.696960502,0.687792824,0.725907041,0.696909417,0.5,0.5,0.1,0.1
19.61,0.697223863,0.689243261,0.724530004,0.697165719,0.5,0.5,0.1,0.1
19.612,0.697484436,0.690690942,0.723150069,0.697419232,0.5,0.5,0.1,0.1
19.614,0.697742218,0.69213586,0.721767242,0.697669955,0.5,0.5,0.1,0.1
19.616,0.69799721,0.693578009,0.720381528,0.697917888,0.5,0.5,0.1,0.1
19.618,0.69824941,0.695017384,0.718992932,0.698163029,0.5,0.5,0.1,0.1
19.62,0.698498816,0.696453979,0.71760146,0.698405378,0.5,0.5,0.1,0.1
19.622,0.698745429,0.697887788,0.716207118,0.698644933,0.5,0.5,0.1,0.1
19.624,0.698989247,0.699318805,0.714809911,0.698881693,0.5,0.5,0.1,0.1
19.626,0.699230269,0.700747025,0.713409845,0.699115658,0.5,0.5,0.1,0.1
19.628,0.699468493,0.702172443,0.712006925,0.699346826,0.5,0.5,0.1,0.1
19.63,0.69970392,0.703595051,0.710601157,0.699575197,0.5,0.5,0.1,0.1
19.632,0.699936548,0.705014845,0.709192546,0.69980077,0.5,0.5,0.1,0.1
19.634,0.700166377,0.70643182,0.707781099,0.700023543,0.5,0.5,0.1,0.1
19.636,0.700393405,0.707845968,0.706366821,0.700243517,0.5,0.5,0.1,0.1
19.638,0.700617631,0.709257285,0.704949717,0.700460689,0.5,0.5,0.1,0.1
19.64,0.700839054,0.710665765,0.703529794,0.700675059,0.5,0.5,0.1,0.1
19.642,0.701057675,0.712071402,0.702107056,0.700886627,0.5,0.5,0.1,0.1
19.644,0.701273491,0.713474191,0.70068151,0.701095392,0.5,0.5,0.1,0.1
19.646,0.701486502,0.714874126,0.699253161,0.701301351,0.5,0.5,0.1,0.1
19.648,0.701696707,0.716271202,0.697822015,0.701504506,0.5,0.5,0.1,0.1
19.65,0.701904105,0.717665413,0.696388078,0.701704855,0.5,0.5,0.1,0.1
19.652,0.702108696,0.719056752,0.694951356,0.701902397,0.5,0.5,0.1,0.1
19.654,0.702310478,0.720445216,0.693511853,0.702097131,0.5,0.5,0.1,0.1
19.656,0.702509451,0.721830798,0.692069577,0.702289057,0.5,0.5,0.1,0.1
19.658,0.702705614,0.723213493,0.690624532,0.702478174,0.5,0.5,0.1,0.1
19.66,0.702898966,0.724593294,0.689176725,0.70266448,0.5,0.5,0.1,0.1
19.662,0.703089507,0.725970198,0.687726161,0.702847976,0.5,0.5,0.1,0.1
19.664,0.703277235,0.727344197,0.686272846,0.703028661,0.5,0.5,0.1,0.1
19.666,0.70346215,0.728715287,0.684816786,0.703206534,0.5,0.5,0.1,0.1
19.668,0.703644251,0.730083462,0.683357987,0.703381594,0.5,0.5,0.1,0.1
19.67,0.703823538,0.731448717,0.681896454,0.70355384,0.5,0.5,0.1,0.1
19.672,0.704000009,0.732811046,0.680432194,0.703723272,0.5,0.5,0.1,0.1
19.674,0.704173665,0.734170444,0.678965212,0.703889889,0.5,0.5,0.1,0.1
19.676,0.704344503,0.735526906,0.677495514,0.704053691,0.5,0.5,0.1,0.1
19.678,0.704512525,0.736880425,0.676023106,0.704214676,0.5,0.5,0.1,0.1
19.68,0.704677728,0.738230996,0.674547994,0.704372845,0.5,0.5,0.1,0.1
19.682,0.704840112,0.739578615,0.673070184,0.704528196,0.5,0.5,0.1,0.1
19.684,0.704999678,0.740923275,0.671589682,0.704680729,0.5,0.5,0.1,0.1
19.686,0.705156423,0.742264972,0.670106493,0.704830443,0.5,0.5,0.1,0.1
19.688,0.705310347,0.743603699,0.668620624,0.704977338,0.5,0.5,0.1,0.1
19.69,0.705461451,0.744939452,0.66713208,0.705121413,0.5,0.5,0.1,0.1
19.692,0.705609732,0.746272226,0.665640868,0.705262667,0.5,0.5,0.1,0.1
19.694,0.705755191,0.747602014,0.664146993,0.705401101,0.5,0.5,0.1,0.1
19.696,0.705897827,0.748928812,0.662650462,0.705536713,0.5,0.5,0.1,0.1
19.698,0.70603764,0.750252614,0.66115128,0.705669503,0.5,0.5,0.1,0.1
19.7,0.706174628,0.751573415,0.659649453,0.70579947,0.5,0.5,0.1,0.1
19.702,0.706308791,0.75289121,0.658144988,0.705926613,0.5,0.5,0.1,0.1
19.704,0.70644013,0.754205994,0.656637891,0.706050934,0.5,0.5,0.1,0.1
19.706,0.706568642,0.75551776,0.655128166,0.706172429,0.5,0.5,0.1,0.1
19.708,0.706694329,0.756826504,0.653615822,0.706291101,0.5,0.5,0.1,0.1
19.71,0.706817188,0.758132222,0.652100862,0.706406947,0.5,0.5,0.1,0.1
19.712,0.70693722,0.759434906,0.650583295,0.706519967,0.5,0.5,0.1,0.1
19.714,0.707054425,0.760734553,0.649063125,0.706630162,0.5,0.5,0.1,0.1
19.716,0.707168801,0.762031157,0.647540358,0.706737529,0.5,0.5,0.1,0.1
19.718,0.707280349,0.763324713,0.646015002,0.70684207,0.5,0.5,0.1,0.1
19.72,0.707389067,0.764615215,0.644487062,0.706943784,0.5,0.5,0.1,0.1
19.722,0.707494956,0.765902659,0.642956543,0.70704267,0.5,0.5,0.1,0.1
19.724,0.707598015,0.76718704,0.641423453,0.707138727,0.5,0.5,0.1,0.1
19.726,0.707698244,0.768468351,0.639887797,0.707231956,0.5,0.5,0.1,0.1
19.728,0.707795642,0.769746589,0.638349582,0.707322356,0.5,0.5,0.1,0.1
19.73,0.707890208,0.771021748,0.636808813,0.707409927,0.5,0.5,0.1,0.1
19.732,0.707981943,0.772293823,0.635265497,0.707494668,0.5,0.5,0.1,0.1
19.734,0.708070846,0.773562808,0.63371964,0.70757658,0.5,0.5,0.1,0.1
19.736,0.708156917,0.7748287,0.632171248,0.707655661,0.5,0.5,0.1,0.1
19.738,0.708240155,0.776091492,0.630620327,0.707731911,0.5,0.5,0.1,0.1
19.74,0.708320561,0.777351179,0.629066884,0.70780533,0.5,0.5,0.1,0.1
19.742,0.708398133,0.778607757,0.627510924,0.707875918,0.5,0.5,0.1,0.1
19.744,0.708472871,0.779861221,0.625952455,0.707943675,0.5,0.5,0.1,0.1
19.746,0.708544775,0.781111566,0.624391481,0.7080086,0.5,0.5,0.1,0.1
19.748,0.708613846,0.782358786,0.622828011,0.708070693,0.5,0.5,0.1,0.1
19.75,0.708680082,0.783602876,0.621262048,0.708129953,0.5,0.5,0.1,0.1
19.752,0.708743483,0.784843832,0.619693601,0.708186381,0.5,0.5,0.1,0.1
19.754,0.708804049,0.786081649,0.618122675,0.708239976,0.5,0.5,0.1,0.1
19.756,0.70886178,0.787316321,0.616549277,0.708290739,0.5,0.5,0.1,0.1
19.758,0.708916675,0.788547844,0.614973412,0.708338668,0.5,0.5,0.1,0.1
19.76,0.708968735,0.789776213,0.613395087,0.708383764,0.5,0.5,0.1,0.1
19.762,0.709017959,0.791001423,0.611814309,0.708426026,0.5,0.5,0.1,0.1
19.764,0.709064347,0.792223469,0.610231084,0.708465455,0.5,0.5,0.1,0.1
19.766,0.709107899,0.793442346,0.608645417,0.708502049,0.5,0.5,0.1,0.1
19.768,0.709148614,0.794658049,0.607057317,0.70853581,0.5,0.5,0.1,0.1
19.77,0.709186492,0.795870573,0.605466787,0.708566737,0.5,0.5,0.1,0.1
19.772,0.709221534,0.797079914,0.603873836,0.708594829,0.5,0.5,0.1,0.1
19.774,0.709253739,0.798286067,0.60227847,0.708620087,0.5,0.5,0.1,0.1
19.776,0.709283107,0.799489027,0.600680694,0.70864251,0.5,0.5,0.1,0.1
19.778,0.709309638,0.800688788,0.599080516,0.708662099,0.5,0.5,0.1,0.1
19.78,0.709333332,0.801885347,0.597477941,0.708678853,0.5,0.5,0.1,0.1
19.782,0.709354188,0.803078698,0.595872977,0.708692773,0.5,0.5,0.1,0.1
19.784,0.709372207,0.804268837,0.594265629,0.708703858,0.5,0.5,0.1,0.1
19.786,0.709387388,0.805455759,0.592655903,0.708712107,0.5,0.5,0.1,0.1
19.788,0.709399732,0.806639459,0.591043808,0.708717522,0.5,0.5,0.1,0.1
19.79,0.709409238,0.807819933,0.589429348,0.708720103,0.5,0.5,0.1,0.1
19.792,0.709415907,0.808997175,0.58781253,0.708719848,0.5,0.5,0.1,0.1
19.794,0.709419737,0.810171181,0.586193361,0.708716758,0.5,0.5,0.1,0.1
19.796,0.709420731,0.811341947,0.584571848,0.708710834,0.5,0.5,0.1,0.1
19.798,0.709418886,0.812509467,0.582947996,0.708702075,0.5,0.5,0.1,0.1
19.8,0.709414204,0.813673738,0.581321812,0.708690481,0.5,0.5,0.1,0.1
19.802,0.709406684,0.814834753,0.579693303,0.708676052,0.5,0.5,0.1,0.1
19.804,0.709396327,0.815992509,0.578062475,0.708658788,0.5,0.5,0.1,0.1
19.806,0.709383132,0.817147001,0.576429335,0.70863869,0.5,0.5,0.1,0.1
19.808,0.709367099,0.818298225,0.574793889,0.708615757,0.5,0.5,0.1,0.1
19.81,0.709348229,0.819446175,0.573156144,0.70858999,0.5,0.5,0.1,0.1
19.812,0.709326522,0.820590848,0.571516107,0.708561389,0.5,0.5,0.1,0.1
19.814,0.709301977,0.821732238,0.569873783,0.708529953,0.5,0.5,0.1,0.1
19.816,0.709274595,0.822870342,0.56822918,0.708495683,0.5,0.5,0.1,0.1
19.818,0.709244376,0.824005153,0.566582304,0.708458579,0.5,0.5,0.1,0.1
19.82,0.70921132,0.825136669,0.564933161,0.708418641,0.5,0.5,0.1,0.1
19.822,0.709175428,0.826264885,0.563281759,0.70837587,0.5,0.5,0.1,0.1
19.824,0.709136698,0.827389795,0.561628104,0.708330265,0.5,0.5,0.1,0.1
19.826,0.709095132,0.828511396,0.559972202,0.708281827,0.5,0.5,0.1,0.1
19.828,0.70905073,0.829629682,0.558314061,0.708230556,0.5,0.5,0.1,0.1
19.83,0.709003491,0.83074465,0.556653686,0.708176451,0.5,0.5,0.1,0.1
19.832,0.708953416,0.831856295,0.554991084,0.708119514,0.5,0.5,0.1,0.1
19.834,0.708900506,0.832964613,0.553326263,0.708059745,0.5,0.5,0.1,0.1
19.836,0.70884476,0.834069599,0.551659228,0.707997143,0.5,0.5,0.1,0.1
19.838,0.708786178,0.835171249,0.549989987,0.707931709,0.5,0.5,0.1,0.1
19.84,0.708724762,0.836269558,0.548318545,0.707863444,0.5,0.5,0.1,0.1
19.842,0.70866051,0.837364521,0.546644911,0.707792347,0.5,0.5,0.1,0.1
19.844,0.708593424,0.838456136,0.54496909,0.707718419,0.5,0.5,0.1,0.1
19.846,0.708523504,0.839544396,0.543291088,0.70764166,0.5,0.5,0.1,0.1
19.848,0.708450749,0.840629299,0.541610914,0.707562071,0.5,0.5,0.1,0.1
19.85,0.708375161,0.841710838,0.539928573,0.707479651,0.5,0.5,0.1,0.1
19.852,0.708296739,0.842789011,0.538244073,0.707394401,0.5,0.5,0.1,0.1
19.854,0.708215484,0.843863813,0.53655742,0.707306322,0.5,0.5,0.1,0.1
19.856,0.708131396,0.84493524,0.53486862,0.707215414,0.5,0.5,0.1,0.1
19.858,0.708044475,0.846003286,0.533177681,0.707121677,0.5,0.5,0.1,0.1
19.86,0.707954723,0.847067949,0.531484609,0.707025111,0.5,0.5,0.1,0.1
19.862,0.707862138,0.848129223,0.529789411,0.706925717,0.5,0.5,0.1,0.1
19.864,0.707766722,0.849187105,0.528092095,0.706823495,0.5,0.5,0.1,0.1
19.866,0.707668475,0.85024159,0.526392665,0.706718446,0.5,0.5,0.1,0.1
19.868,0.707567398,0.851292674,0.52469113,0.706610571,0.5,0.5,0.1,0.1
19.87,0.70746349,0.852340353,0.522987497,0.706499869,0.5,0.5,0.1,0.1
19.872,0.707356752,0.853384623,0.521281771,0.70638634,0.5,0.5,0.1,0.1
19.874,0.707247185,0.854425479,0.519573961,0.706269987,0.5,0.5,0.1,0.1
19.876,0.707134789,0.855462918,0.517864072,0.706150808,0.5,0.5,0.1,0.1
19.878,0.707019564,0.856496934,0.516152111,0.706028804,0.5,0.5,0.1,0.1
19.88,0.706901511,0.857527525,0.514438086,0.705903977,0.5,0.5,0.1,0.1
19.882,0.706780631,0.858554685,0.512722003,0.705776326,0.5,0.5,0.1,0.1
19.884,0.706656923,0.859578411,0.51100387,0.705645852,0.5,0.5,0.1,0.1
19.886,0.706530389,0.860598699,0.509283692,0.705512555,0.5,0.5,0.1,0.1
19.888,0.706401029,0.861615545,0.507561477,0.705376436,0.5,0.5,0.1,0.1
19.89,0.706268843,0.862628944,0.505837232,0.705237495,0.5,0.5,0.1,0.1
19.892,0.706133832,0.863638892,0.504110964,0.705095734,0.5,0.5,0.1,0.1
19.894,0.705995996,0.864645386,0.502382679,0.704951152,0.5,0.5,0.1,0.1
19.896,0.705855337,0.865648422,0.500652385,0.704803751,0.5,0.5,0.1,0.1
19.898,0.705711854,0.866647994,0.498920088,0.70465353,0.5,0.5,0.1,0.1
19.9,0.705565548,0.867644101,0.497185795,0.704500491,0.5,0.5,0.1,0.1
19.902,0.70541642,0.868636736,0.495449513,0.704344633,0.5,0.5,0.1,0.1
19.904,0.705264471,0.869625897,0.49371125,0.704185959,0.5,0.5,0.1,0.1
19.906,0.7051097,0.87061158,0.491971012,0.704024467,0.5,0.5,0.1,0.1
19.908,0.704952109,0.87159378,0.490228806,0.70386016,0.5,0.5,0.1,0.1
19.91,0.704791698,0.872572494,0.488484639,0.703693037,0.5,0.5,0.1,0.1
19.912,0.704628468,0.873547717,0.486738519,0.703523099,0.5,0.5,0.1,0.1
19.914,0.704462419,0.874519447,0.484990451,0.703350347,0.5,0.5,0.1,0.1
19.916,0.704293552,0.875487678,0.483240443,0.703174782,0.5,0.5,0.1,0.1
19.918,0.704121869,0.876452407,0.481488502,0.702996404,0.5,0.5,0.1,0.1
19.92,0.703947369,0.877413631,0.479734636,0.702815214,0.5,0.5,0.1,0.1
19.922,0.703770053,0.878371344,0.47797885,0.702631213,0.5,0.5,0.1,0.1
19.924,0.703589922,0.879325545,0.476221153,0.702444401,0.5,0.5,0.1,0.1
19.926,0.703406976,0.880276228,0.47446155,0.70225478,0.5,0.5,0.1,0.1
19.928,0.703221217,0.88122339,0.47270005,0.702062349,0.5,0.5,0.1,0.1
19.93,0.703032645,0.882167027,0.470936659,0.70186711,0.5,0.5,0.1,0.1
19.932,0.702841261,0.883107135,0.469171384,0.701669064,0.5,0.5,0.1,0.1
19.934,0.702647066,0.884043711,0.467404233,0.701468211,0.5,0.5,0.1,0.1
19.936,0.70245006,0.884976751,0.465635212,0.701264552,0.5,0.5,0.1,0.1
19.938,0.702250244,0.885906251,0.463864328,0.701058088,0.5,0.5,0.1,0.1
19.94,0.702047619,0.886832207,0.462091589,0.70084882,0.5,0.5,0.1,0.1
19.942,0.701842186,0.887754616,0.460317002,0.700636749,0.5,0.5,0.1,0.1
19.944,0.701633946,0.888673474,0.458540573,0.700421875,0.5,0.5,0.1,0.1
19.946,0.701422899,0.889588777,0.45676231,0.700204199,0.5,0.5,0.1,0.1
19.948,0.701209047,0.890500522,0.454982221,0.699983723,0.5,0.5,0.1,0.1
19.95,0.700992389,0.891408704,0.453200311,0.699760446,0.5,0.5,0.1,0.1
19.952,0.700772928,0.892313322,0.451416588,0.699534371,0.5,0.5,0.1,0.1
19.954,0.700550664,0.89321437,0.44963106,0.699305497,0.5,0.5,0.1,0.1
19.956,0.700325597,0.894111845,0.447843733,0.699073826,0.5,0.5,0.1,0.1
19.958,0.700097729,0.895005743,0.446054615,0.698839359,0.5,0.5,0.1,0.1
19.96,0.699867061,0.895896062,0.444263712,0.698602097,0.5,0.5,0.1,0.1
19.962,0.699633593,0.896782797,0.442471033,0.69836204,0.5,0.5,0.1,0.1
19.964,0.699397326,0.897665945,0.440676584,0.698119189,0.5,0.5,0.1,0.1
19.966,0.699158263,0.898545502,0.438880372,0.697873547,0.5,0.5,0.1,0.1
19.968,0.698916402,0.899421465,0.437082404,0.697625112,0.5,0.5,0.1,0.1
19.97,0.698671746,0.900293831,0.435282688,0.697373887,0.5,0.5,0.1,0.1
19.972,0.698424295,0.901162595,0.433481231,0.697119873,0.5,0.5,0.1,0.1
19.974,0.69817405,0.902027754,0.43167804,0.69686307,0.5,0.5,0.1,0.1
19.976,0.697921013,0.902889306,0.429873122,0.69660348,0.5,0.5,0.1,0.1
19.978,0.697665184,0.903747246,0.428066485,0.696341103,0.5,0.5,0.1,0.1
19.98,0.697406564,0.904601571,0.426258136,0.696075941,0.5,0.5,0.1,0.1
19.982,0.697145155,0.905452277,0.424448081,0.695807995,0.5,0.5,0.1,0.1
19.984,0.696880957,0.906299362,0.422636329,0.695537265,0.5,0.5,0.1,0.1
19.986,0.696613972,0.907142821,0.420822886,0.695263754,0.5,0.5,0.1,0.1
19.988,0.6963442,0.907982652,0.41900776,0.694987461,0.5,0.5,0.1,0.1
19.99,0.696071643,0.908818851,0.417190958,0.694708388,0.5,0.5,0.1,0.1
19.992,0.695796301,0.909651415,0.415372487,0.694426537,0.5,0.5,0.1,0.1
19.994,0.695518177,0.91048034,0.413552355,0.694141907,0.5,0.5,0.1,0.1
19.996,0.69523727,0.911305623,0.411730568,0.693854502,0.5,0.5,0.1,0.1
